venue,batting_team,bowler,innings,avg_wickets_20,avg_runs_6,avg_wickets_6,min_wickets_6,max_wickets_6
Sardar Patel Stadium,Rajasthan Royals,J Suchith,48,0,,,,
Sardar Patel Stadium,Rajasthan Royals,JA Morkel,24,2,30,1,1,1
Sardar Patel Stadium,Rajasthan Royals,JJ Bumrah,40,0,4,0,0,0
Sardar Patel Stadium,Rajasthan Royals,JP Duminy,20,1,7,0,0,0
Sardar Patel Stadium,Rajasthan Royals,Joginder Sharma,12,0,,,,
Sardar Patel Stadium,Rajasthan Royals,K Santokie,54,2,19,1,1,1
Sardar Patel Stadium,Rajasthan Royals,KA Pollard,12,0,11,0,0,0
Sardar Patel Stadium,Rajasthan Royals,KV Sharma,48,1,5,1,1,1
Sardar Patel Stadium,Rajasthan Royals,M Kartik,25,1,,,,
Sardar Patel Stadium,Rajasthan Royals,M Muralitharan,25,0,16,0,0,0
Sardar Patel Stadium,Rajasthan Royals,MA Starc,26,3,16,0,0,0
Sardar Patel Stadium,Rajasthan Royals,MC Henriques,24,1,,,,
Sardar Patel Stadium,Rajasthan Royals,MF Maharoof,25,1,26,1,1,1
Sardar Patel Stadium,Rajasthan Royals,MG Johnson,42,3,24,2,2,2
Sardar Patel Stadium,Rajasthan Royals,MK Tiwary,12,0,,,,
Sardar Patel Stadium,Rajasthan Royals,MM Sharma,48,0,18,0,0,0
Sardar Patel Stadium,Rajasthan Royals,P Suyal,54,0,20,0,0,0
Sardar Patel Stadium,Rajasthan Royals,PJ Sangwan,26,1,,,,
Sardar Patel Stadium,Rajasthan Royals,PP Ojha,90,1.5,13,2,2,2
Sardar Patel Stadium,Rajasthan Royals,R Ashwin,24,0,,,,
Sardar Patel Stadium,Rajasthan Royals,R Sharma,44,0,3,0,0,0
Sardar Patel Stadium,Rajasthan Royals,R Shukla,25,1,19,0,0,0
Sardar Patel Stadium,Rajasthan Royals,R Vinay Kumar,60,1.5,12.5,0.5,0,1
Sardar Patel Stadium,Rajasthan Royals,RA Jadeja,48,1,,,,
Sardar Patel Stadium,Rajasthan Royals,RG Sharma,24,0,17,0,0,0
Sardar Patel Stadium,Rajasthan Royals,RN ten Doeschate,12,0,,,,
Sardar Patel Stadium,Rajasthan Royals,RP Singh,24,0,26,0,0,0
Sardar Patel Stadium,Rajasthan Royals,S Gopal,76,1.5,,,,
Sardar Patel Stadium,Rajasthan Royals,S Kaul,18,0,17,0,0,0
Sardar Patel Stadium,Rajasthan Royals,S Ladda,25,0,,,,
Sardar Patel Stadium,Rajasthan Royals,S Nadeem,26,2,9,1,1,1
Sardar Patel Stadium,Rajasthan Royals,SB Jakati,24,2,,,,
Sardar Patel Stadium,Rajasthan Royals,SE Bond,24,2,6,1,1,1
Sardar Patel Stadium,Rajasthan Royals,SK Raina,12,0,,,,
Sardar Patel Stadium,Rajasthan Royals,SL Malinga,50,1,9,0,0,0
Sardar Patel Stadium,Rajasthan Royals,SP Narine,24,2,6,0,0,0
Sardar Patel Stadium,Rajasthan Royals,Sandeep Sharma,27,1,17,0,0,0
Sardar Patel Stadium,Rajasthan Royals,Shakib Al Hasan,27,1,11,0,0,0
Sardar Patel Stadium,Rajasthan Royals,Shivam Sharma,18,1,,,,
Sardar Patel Stadium,Rajasthan Royals,T Thushara,25,4,12,0,0,0
Sardar Patel Stadium,Rajasthan Royals,UT Yadav,18,0,21,0,0,0
Sardar Patel Stadium,Rajasthan Royals,V Kohli,5,1,,,,
Sardar Patel Stadium,Rajasthan Royals,WPUJC Vaas,36,0,8,0,0,0
Sardar Patel Stadium,Rajasthan Royals,YS Chahal,19,2,12,1,1,1
Sardar Patel Stadium,Royal Challengers Bangalore,CH Morris,36,0,19,0,0,0
Sardar Patel Stadium,Royal Challengers Bangalore,DJ Hooda,2,0,,,,
Sardar Patel Stadium,Royal Challengers Bangalore,DS Kulkarni,48,0,17,0,0,0
Sardar Patel Stadium,Royal Challengers Bangalore,JP Faulkner,24,0,12,0,0,0
Sardar Patel Stadium,Royal Challengers Bangalore,PV Tambe,48,0,,,,
Sardar Patel Stadium,Royal Challengers Bangalore,SR Watson,36,1,1,1,1,1
Sardar Patel Stadium,Sunrisers Hyderabad,DS Kulkarni,12,0,19,0,0,0
Sardar Patel Stadium,Sunrisers Hyderabad,JP Faulkner,25,2,4,0,0,0
Sardar Patel Stadium,Sunrisers Hyderabad,KW Richardson,24,0,18,0,0,0
Sardar Patel Stadium,Sunrisers Hyderabad,PV Tambe,25,1,,,,
Sardar Patel Stadium,Sunrisers Hyderabad,R Bhatia,24,3,,,,
Sardar Patel Stadium,Sunrisers Hyderabad,SR Watson,12,3,9,1,1,1
Saurashtra Cricket Association Stadium,Delhi Capitals,DR Smith,24,0,,,,
Saurashtra Cricket Association Stadium,Delhi Capitals,DS Kulkarni,24,0,24,0,0,0
Saurashtra Cricket Association Stadium,Delhi Capitals,JP Faulkner,12,0,,,,
Saurashtra Cricket Association Stadium,Delhi Capitals,P Kumar,26,0,20,0,0,0
Saurashtra Cricket Association Stadium,Delhi Capitals,RA Jadeja,30,1,,,,
Saurashtra Cricket Association Stadium,Delhi Capitals,S Kaushik,48,1,,,,
Saurashtra Cricket Association Stadium,Delhi Capitals,SK Raina,48,0,17,0,0,0
Saurashtra Cricket Association Stadium,Gujarat Lions,A Mishra,18,1,,,,
Saurashtra Cricket Association Stadium,Gujarat Lions,AF Milne,54,1,,,,
Saurashtra Cricket Association Stadium,Gujarat Lions,AR Patel,98,3,6,0,0,0
Saurashtra Cricket Association Stadium,Gujarat Lions,Ankit Sharma,12,0,16,0,0,0
Saurashtra Cricket Association Stadium,Gujarat Lions,B Kumar,26,4,15,1,1,1
Saurashtra Cricket Association Stadium,Gujarat Lions,BA Stokes,38,0,2,0,0,0
Saurashtra Cricket Association Stadium,Gujarat Lions,BB Sran,24,1,24,0,0,0
Saurashtra Cricket Association Stadium,Gujarat Lions,Bipul Sharma,12,1,,,,
Saurashtra Cricket Association Stadium,Gujarat Lions,CH Morris,25,1,12,0,0,0
Saurashtra Cricket Association Stadium,Gujarat Lions,CR Woakes,18,0,12,0,0,0
Saurashtra Cricket Association Stadium,Gujarat Lions,DJ Hooda,18,1,9,0,0,0
Saurashtra Cricket Association Stadium,Gujarat Lions,Gurkeerat Singh,14,0,,,,
Saurashtra Cricket Association Stadium,Gujarat Lions,Harbhajan Singh,25,1,10,0,0,0
Saurashtra Cricket Association Stadium,Gujarat Lions,I Sharma,48,1,17,0,0,0
Saurashtra Cricket Association Stadium,Gujarat Lions,Imran Tahir,48,1,15,0,0,0
Saurashtra Cricket Association Stadium,Gujarat Lions,Iqbal Abdulla,50,0,10,0,0,0
Saurashtra Cricket Association Stadium,Gujarat Lions,JJ Bumrah,58,3,7,1,1,1
Saurashtra Cricket Association Stadium,Gujarat Lions,JP Duminy,12,0,,,,
Saurashtra Cricket Association Stadium,Gujarat Lions,KC Cariappa,84,1,4.5,0,0,0
Saurashtra Cricket Association Stadium,Gujarat Lions,KH Pandya,25,3,,,,
Saurashtra Cricket Association Stadium,Gujarat Lions,KW Richardson,52,1,37,1,1,1
Saurashtra Cricket Association Stadium,Gujarat Lions,Kuldeep Yadav,24,2,,,,
Saurashtra Cricket Association Stadium,Gujarat Lions,LH Ferguson,52,0,22,0,0,0
Saurashtra Cricket Association Stadium,Gujarat Lions,M Ashwin,52,2,20,0,0,0
Saurashtra Cricket Association Stadium,Gujarat Lions,MC Henriques,19,0,,,,
Saurashtra Cricket Association Stadium,Gujarat Lions,MJ McClenaghan,25,0,22,0,0,0
Saurashtra Cricket Association Stadium,Gujarat Lions,MM Sharma,98,2,14,1.5,1,2
Saurashtra Cricket Association Stadium,Gujarat Lions,MP Stoinis,62,0.5,4,0,0,0
Saurashtra Cricket Association Stadium,Gujarat Lions,MR Marsh,12,0,,,,
Saurashtra Cricket Association Stadium,Gujarat Lions,Mohammed Shami,24,2,8,0,0,0
Saurashtra Cricket Association Stadium,Gujarat Lions,Mustafizur Rahman,24,1,2,0,0,0
Saurashtra Cricket Association Stadium,Gujarat Lions,P Negi,50,1,12,0,0,0
Saurashtra Cricket Association Stadium,Gujarat Lions,PP Chawla,25,1,15,1,1,1
Saurashtra Cricket Association Stadium,Gujarat Lions,R Ashwin,50,0,4,0,0,0
Saurashtra Cricket Association Stadium,Gujarat Lions,R Bhatia,38,0,,,,
Saurashtra Cricket Association Stadium,Gujarat Lions,RD Chahar,36,1,,,,
Saurashtra Cricket Association Stadium,Gujarat Lions,RP Singh,26,0,21,0,0,0
Saurashtra Cricket Association Stadium,Gujarat Lions,S Aravind,50,1,19,0,0,0
Saurashtra Cricket Association Stadium,Gujarat Lions,S Nadeem,19,2,12,2,2,2
Saurashtra Cricket Association Stadium,Gujarat Lions,SL Malinga,28,2,15,2,2,2
Saurashtra Cricket Association Stadium,Gujarat Lions,SN Thakur,38,1,6,0,0,0
Saurashtra Cricket Association Stadium,Gujarat Lions,SP Narine,24,0,17,0,0,0
Saurashtra Cricket Association Stadium,Gujarat Lions,SR Watson,70,0.5,6,0,0,0
Saurashtra Cricket Association Stadium,Gujarat Lions,Sandeep Sharma,98,1.5,14,0.5,0,1
Saurashtra Cricket Association Stadium,Gujarat Lions,T Natarajan,40,0,11,0,0,0
Saurashtra Cricket Association Stadium,Gujarat Lions,T Shamsi,48,1,,,,
Saurashtra Cricket Association Stadium,Gujarat Lions,TA Boult,25,1,8,0,0,0
Saurashtra Cricket Association Stadium,Gujarat Lions,TM Head,24,1,,,,
Saurashtra Cricket Association Stadium,Gujarat Lions,YK Pathan,6,0,,,,
Saurashtra Cricket Association Stadium,Gujarat Lions,YS Chahal,102,2,22.5,1,0,2
Saurashtra Cricket Association Stadium,Gujarat Lions,Z Khan,25,1,3,1,1,1
Saurashtra Cricket Association Stadium,Kolkata Knight Riders,DR Smith,12,0,,,,
Saurashtra Cricket Association Stadium,Kolkata Knight Riders,DS Kulkarni,38,0,20,0,0,0
Saurashtra Cricket Association Stadium,Kolkata Knight Riders,MS Gony,30,0,17,0,0,0
Saurashtra Cricket Association Stadium,Kolkata Knight Riders,P Kumar,24,0,7,0,0,0
Saurashtra Cricket Association Stadium,Kolkata Knight Riders,S Kaushik,48,0,29,0,0,0
Saurashtra Cricket Association Stadium,Kolkata Knight Riders,SB Jakati,40,0,,,,
Saurashtra Cricket Association Stadium,Mumbai Indians,AJ Tye,12,0,9,0,0,0
Saurashtra Cricket Association Stadium,Mumbai Indians,Ankit Soni,50,2,3,1,1,1
Saurashtra Cricket Association Stadium,Mumbai Indians,Basil Thampi,48,4,13,0,0,0
Saurashtra Cricket Association Stadium,Mumbai Indians,IK Pathan,24,2,16,0,0,0
Saurashtra Cricket Association Stadium,Mumbai Indians,JP Faulkner,63,4,22,2,2,2
Saurashtra Cricket Association Stadium,Mumbai Indians,RA Jadeja,12,0,,,,
Saurashtra Cricket Association Stadium,Mumbai Indians,SK Raina,48,0,9,0,0,0
Saurashtra Cricket Association Stadium,Punjab Kings,AJ Tye,24,2,14,0,0,0
Saurashtra Cricket Association Stadium,Punjab Kings,Basil Thampi,25,1,11,0,0,0
Saurashtra Cricket Association Stadium,Punjab Kings,DJ Bravo,24,2,,,,
Saurashtra Cricket Association Stadium,Punjab Kings,DR Smith,6,1,,,,
Saurashtra Cricket Association Stadium,Punjab Kings,DS Kulkarni,24,1,20,0,0,0
Saurashtra Cricket Association Stadium,Punjab Kings,JP Faulkner,12,0,,,,
Saurashtra Cricket Association Stadium,Punjab Kings,NB Singh,12,1,8,1,1,1
Saurashtra Cricket Association Stadium,Punjab Kings,P Kumar,17,2,22,0,0,0
Saurashtra Cricket Association Stadium,Punjab Kings,RA Jadeja,44,1.5,17,0,0,0
Saurashtra Cricket Association Stadium,Punjab Kings,S Kaushik,25,3,,,,
Saurashtra Cricket Association Stadium,Punjab Kings,SK Raina,6,0,6,0,0,0
Saurashtra Cricket Association Stadium,Punjab Kings,SS Agarwal,24,1,11,0,0,0
Saurashtra Cricket Association Stadium,Rising Pune Supergiant,AJ Tye,25,5,4,1,1,1
Saurashtra Cricket Association Stadium,Rising Pune Supergiant,Basil Thampi,18,0,9,0,0,0
Saurashtra Cricket Association Stadium,Rising Pune Supergiant,DJ Bravo,24,1,16,0,0,0
Saurashtra Cricket Association Stadium,Rising Pune Supergiant,DR Smith,12,1,,,,
Saurashtra Cricket Association Stadium,Rising Pune Supergiant,JP Faulkner,12,0,,,,
Saurashtra Cricket Association Stadium,Rising Pune Supergiant,P Kumar,39,0.5,25.5,0.5,0,1
Saurashtra Cricket Association Stadium,Rising Pune Supergiant,PV Tambe,24,2,5,1,1,1
Saurashtra Cricket Association Stadium,Rising Pune Supergiant,RA Jadeja,48,1.5,,,,
Saurashtra Cricket Association Stadium,Rising Pune Supergiant,SB Jakati,36,0,18,0,0,0
Saurashtra Cricket Association Stadium,Rising Pune Supergiant,SK Raina,6,0,,,,
Saurashtra Cricket Association Stadium,Royal Challengers Bangalore,AJ Tye,24,0,3,0,0,0
Saurashtra Cricket Association Stadium,Royal Challengers Bangalore,Basil Thampi,24,1,13,0,0,0
Saurashtra Cricket Association Stadium,Royal Challengers Bangalore,DJ Bravo,26,0,,,,
Saurashtra Cricket Association Stadium,Royal Challengers Bangalore,DR Smith,7,0,,,,
Saurashtra Cricket Association Stadium,Royal Challengers Bangalore,DS Kulkarni,49,1,17.5,0.5,0,1
Saurashtra Cricket Association Stadium,Royal Challengers Bangalore,P Kumar,18,0,12,0,0,0
Saurashtra Cricket Association Stadium,Royal Challengers Bangalore,PV Tambe,18,1,11,0,0,0
Saurashtra Cricket Association Stadium,Royal Challengers Bangalore,RA Jadeja,42,0,9,0,0,0
Saurashtra Cricket Association Stadium,Royal Challengers Bangalore,S Kaushik,19,0,,,,
Saurashtra Cricket Association Stadium,Royal Challengers Bangalore,SB Jakati,18,0,12,0,0,0
Saurashtra Cricket Association Stadium,Sunrisers Hyderabad,DJ Bravo,36,0,5,0,0,0
Saurashtra Cricket Association Stadium,Sunrisers Hyderabad,DS Kulkarni,12,0,,,,
Saurashtra Cricket Association Stadium,Sunrisers Hyderabad,DW Steyn,26,0,17,0,0,0
Saurashtra Cricket Association Stadium,Sunrisers Hyderabad,P Kumar,28,0,31,0,0,0
Saurashtra Cricket Association Stadium,Sunrisers Hyderabad,PV Tambe,26,0,,,,
Saurashtra Cricket Association Stadium,Sunrisers Hyderabad,RA Jadeja,34,0,,,,
Saurashtra Cricket Association Stadium,Sunrisers Hyderabad,SK Raina,26,0,10,0,0,0
Sawai Mansingh Stadium,Chennai Super Kings,A Singh,24,1,21,0,0,0
Sawai Mansingh Stadium,Chennai Super Kings,AL Menaria,13,0,17,0,0,0
Sawai Mansingh Stadium,Chennai Super Kings,Ankit Sharma,6,0,11,0,0,0
Sawai Mansingh Stadium,Chennai Super Kings,BA Stokes,69,1.5,8,0,0,0
Sawai Mansingh Stadium,Chennai Super Kings,DS Kulkarni,36,1,14,1,1,1
Sawai Mansingh Stadium,Chennai Super Kings,IS Sodhi,24,1,,,,
Sawai Mansingh Stadium,Chennai Super Kings,J Botha,73,0.5,8,0,0,0
Sawai Mansingh Stadium,Chennai Super Kings,JC Archer,78,1.5,5.5,1,1,1
Sawai Mansingh Stadium,Chennai Super Kings,JD Unadkat,64,1,8,1,0,2
Sawai Mansingh Stadium,Chennai Super Kings,JP Faulkner,24,0,8,0,0,0
Sawai Mansingh Stadium,Chennai Super Kings,K Gowtham,18,0,19,0,0,0
Sawai Mansingh Stadium,Chennai Super Kings,KK Cooper,24,2,,,,
Sawai Mansingh Stadium,Chennai Super Kings,MM Patel,24,2,4,0,0,0
Sawai Mansingh Stadium,Chennai Super Kings,Pankaj Singh,50,2,15,1,1,1
Sawai Mansingh Stadium,Chennai Super Kings,R Parag,36,0,,,,
Sawai Mansingh Stadium,Chennai Super Kings,S Gopal,48,0,,,,
Sawai Mansingh Stadium,Chennai Super Kings,SK Trivedi,87,0.5,14,0,0,0
Sawai Mansingh Stadium,Chennai Super Kings,SK Warne,44,1,,,,
Sawai Mansingh Stadium,Chennai Super Kings,SR Watson,114,0.75,14.25,0.5,0,1
Sawai Mansingh Stadium,Chennai Super Kings,STR Binny,19,1,,,,
Sawai Mansingh Stadium,Chennai Super Kings,SW Tait,48,1,7,0,0,0
Sawai Mansingh Stadium,Chennai Super Kings,Sohail Tanvir,24,6,3,3,3,3
Sawai Mansingh Stadium,Chennai Super Kings,VS Malik,18,0,12,0,0,0
Sawai Mansingh Stadium,Chennai Super Kings,YK Pathan,12,0,,,,
Sawai Mansingh Stadium,Deccan Chargers,A Singh,28,0,20,0,0,0
Sawai Mansingh Stadium,Deccan Chargers,BJ Hodge,6,1,,,,
Sawai Mansingh Stadium,Deccan Chargers,GB Hogg,24,0,,,,
Sawai Mansingh Stadium,Deccan Chargers,J Botha,24,0,18,0,0,0
Sawai Mansingh Stadium,Deccan Chargers,MM Patel,24,1,13,0,0,0
Sawai Mansingh Stadium,Deccan Chargers,Pankaj Singh,18,0,19,0,0,0
Sawai Mansingh Stadium,Deccan Chargers,SK Trivedi,43,1.5,,,,
Sawai Mansingh Stadium,Deccan Chargers,SK Warne,24,2,,,,
Sawai Mansingh Stadium,Deccan Chargers,SR Watson,19,1,17,0,0,0
Sawai Mansingh Stadium,Deccan Chargers,Sohail Tanvir,25,1,20,0,0,0
Sawai Mansingh Stadium,Deccan Chargers,YK Pathan,12,1,,,,
Sawai Mansingh Stadium,Delhi Capitals,A Singh,37,0.5,9,0,0,0
Sawai Mansingh Stadium,Delhi Capitals,AA Chavan,48,1,15,1,1,1
Sawai Mansingh Stadium,Delhi Capitals,AD Mascarenhas,25,2,20,0,0,0
Sawai Mansingh Stadium,Delhi Capitals,AL Menaria,4,0,,,,
Sawai Mansingh Stadium,Delhi Capitals,B Laughlin,24,2,21,2,2,2
Sawai Mansingh Stadium,Delhi Capitals,DS Kulkarni,62,0.5,15.5,0,0,0
Sawai Mansingh Stadium,Delhi Capitals,GB Hogg,50,2,,,,
Sawai Mansingh Stadium,Delhi Capitals,J Botha,24,0,9,0,0,0
Sawai Mansingh Stadium,Delhi Capitals,JC Archer,48,0,8,0,0,0
Sawai Mansingh Stadium,Delhi Capitals,JD Unadkat,64,0.5,15.5,0.5,0,1
Sawai Mansingh Stadium,Delhi Capitals,JP Faulkner,25,1,12,1,1,1
Sawai Mansingh Stadium,Delhi Capitals,K Gowtham,12,1,10,1,1,1
Sawai Mansingh Stadium,Delhi Capitals,MM Patel,25,1,10,0,0,0
Sawai Mansingh Stadium,Delhi Capitals,PV Tambe,24,0,,,,
Sawai Mansingh Stadium,Delhi Capitals,Pankaj Singh,24,0,13,0,0,0
Sawai Mansingh Stadium,Delhi Capitals,R Parag,36,1,,,,
Sawai Mansingh Stadium,Delhi Capitals,S Gopal,50,2,15,0,0,0
Sawai Mansingh Stadium,Delhi Capitals,SK Trivedi,75,1.333333333,7,0,0,0
Sawai Mansingh Stadium,Delhi Capitals,SK Warne,48,1,,,,
Sawai Mansingh Stadium,Delhi Capitals,SR Watson,90,1.333333333,11.66666667,0.666666667,0,1
Sawai Mansingh Stadium,Delhi Capitals,STR Binny,24,0.5,2,0,0,0
Sawai Mansingh Stadium,Delhi Capitals,SW Tait,47,1,20,1,0,2
Sawai Mansingh Stadium,Kochi Tuskers Kerala,A Singh,25,1,23,0,0,0
Sawai Mansingh Stadium,Kochi Tuskers Kerala,J Botha,25,1,1,1,1,1
Sawai Mansingh Stadium,Kochi Tuskers Kerala,SK Trivedi,24,4,,,,
Sawai Mansingh Stadium,Kochi Tuskers Kerala,SK Warne,24,3,,,,
Sawai Mansingh Stadium,Kochi Tuskers Kerala,SR Watson,25,1,8,1,1,1
Sawai Mansingh Stadium,Kolkata Knight Riders,A Singh,80,1.5,15,1.5,1,2
Sawai Mansingh Stadium,Kolkata Knight Riders,AA Chavan,50,2,16,1,1,1
Sawai Mansingh Stadium,Kolkata Knight Riders,AL Menaria,26,0,18,0,0,0
Sawai Mansingh Stadium,Kolkata Knight Riders,B Laughlin,48,0,13,0,0,0
Sawai Mansingh Stadium,Kolkata Knight Riders,BA Stokes,50,0,,,,
Sawai Mansingh Stadium,Kolkata Knight Riders,DS Kulkarni,62,0,25.5,0,0,0
Sawai Mansingh Stadium,Kolkata Knight Riders,J Botha,76,0.5,,,,
Sawai Mansingh Stadium,Kolkata Knight Riders,JC Archer,36,0,12,0,0,0
Sawai Mansingh Stadium,Kolkata Knight Riders,JD Unadkat,36,0,13,0,0,0
Sawai Mansingh Stadium,Kolkata Knight Riders,K Gowtham,60,1,14.5,0.5,0,1
Sawai Mansingh Stadium,Kolkata Knight Riders,KK Cooper,102,3,4,0.5,0,1
Sawai Mansingh Stadium,Kolkata Knight Riders,MM Patel,48,0,,,,
Sawai Mansingh Stadium,Kolkata Knight Riders,ND Doshi,24,0,13,0,0,0
Sawai Mansingh Stadium,Kolkata Knight Riders,R Shukla,40,2,15,2,2,2
Sawai Mansingh Stadium,Kolkata Knight Riders,S Gopal,84,1.5,,,,
Sawai Mansingh Stadium,Kolkata Knight Riders,S Midhun,26,0,,,,
Sawai Mansingh Stadium,Kolkata Knight Riders,S Sreesanth,50,1,14,0,0,0
Sawai Mansingh Stadium,Kolkata Knight Riders,SK Trivedi,198,2,7,1,1,1
Sawai Mansingh Stadium,Kolkata Knight Riders,SK Warne,74,0.5,,,,
Sawai Mansingh Stadium,Kolkata Knight Riders,SR Watson,66,1,15.5,0.5,0,1
Sawai Mansingh Stadium,Kolkata Knight Riders,SW Tait,52,1,7,0,0,0
Sawai Mansingh Stadium,Kolkata Knight Riders,Sohail Tanvir,52,3,21,1,1,1
Sawai Mansingh Stadium,Kolkata Knight Riders,YK Pathan,24,1,,,,
Sawai Mansingh Stadium,Mumbai Indians,A Chandila,48,1,8,1,0,2
Sawai Mansingh Stadium,Mumbai Indians,A Singh,25,2,12,1,1,1
Sawai Mansingh Stadium,Mumbai Indians,AA Chavan,38,0,10,0,0,0
Sawai Mansingh Stadium,Mumbai Indians,AA Jhunjhunwala,6,0,6,0,0,0
Sawai Mansingh Stadium,Mumbai Indians,AL Menaria,24,2,8,1,1,1
Sawai Mansingh Stadium,Mumbai Indians,AP Dole,21,1,12,0,0,0
Sawai Mansingh Stadium,Mumbai Indians,BA Stokes,19,0,,,,
Sawai Mansingh Stadium,Mumbai Indians,DS Kulkarni,45,1,24,0.5,0,1
Sawai Mansingh Stadium,Mumbai Indians,GB Hogg,48,0,5,0,0,0
Sawai Mansingh Stadium,Mumbai Indians,J Botha,12,3,,,,
Sawai Mansingh Stadium,Mumbai Indians,JC Archer,48,2,6,0,0,0
Sawai Mansingh Stadium,Mumbai Indians,JD Unadkat,51,1.5,8,0,0,0
Sawai Mansingh Stadium,Mumbai Indians,JP Faulkner,42,3,8,0,0,0
Sawai Mansingh Stadium,Mumbai Indians,K Gowtham,18,0,3,0,0,0
Sawai Mansingh Stadium,Mumbai Indians,KK Cooper,38,1,,,,
Sawai Mansingh Stadium,Mumbai Indians,Pankaj Singh,13,0,12,0,0,0
Sawai Mansingh Stadium,Mumbai Indians,R Parag,12,0,,,,
Sawai Mansingh Stadium,Mumbai Indians,S Gopal,37,1,7,1,1,1
Sawai Mansingh Stadium,Mumbai Indians,SK Trivedi,165,0.8,,,,
Sawai Mansingh Stadium,Mumbai Indians,SK Warne,75,0.666666667,,,,
Sawai Mansingh Stadium,Mumbai Indians,SR Watson,109,0.75,9.25,0.75,0,3
Sawai Mansingh Stadium,Mumbai Indians,STR Binny,66,1.333333333,3,0,0,0
Sawai Mansingh Stadium,Mumbai Indians,SW Tait,60,0,21,0,0,0
Sawai Mansingh Stadium,Mumbai Indians,Sohail Tanvir,25,4,11,0,0,0
Sawai Mansingh Stadium,Mumbai Indians,YK Pathan,44,0,9.5,0,0,0
Sawai Mansingh Stadium,Pune Warriors,A Chandila,60,2,16,2,0,4
Sawai Mansingh Stadium,Pune Warriors,A Singh,18,0,10,0,0,0
Sawai Mansingh Stadium,Pune Warriors,AL Menaria,6,0,10,0,0,0
Sawai Mansingh Stadium,Pune Warriors,J Botha,72,1.5,14,1,1,1
Sawai Mansingh Stadium,Pune Warriors,JP Faulkner,26,2,14,0,0,0
Sawai Mansingh Stadium,Pune Warriors,KK Cooper,26,1,11,0,0,0
Sawai Mansingh Stadium,Pune Warriors,SK Trivedi,85,1.666666667,,,,
Sawai Mansingh Stadium,Pune Warriors,SK Warne,24,1,12,0,0,0
Sawai Mansingh Stadium,Pune Warriors,SR Watson,89,1,11,0,0,0
Sawai Mansingh Stadium,Pune Warriors,STR Binny,37,0,,,,
Sawai Mansingh Stadium,Pune Warriors,SW Tait,50,1,7,0,0,0
Sawai Mansingh Stadium,Punjab Kings,A Chandila,18,0,14,0,0,0
Sawai Mansingh Stadium,Punjab Kings,A Singh,50,2,8,1,1,1
Sawai Mansingh Stadium,Punjab Kings,AA Chavan,36,2,,,,
Sawai Mansingh Stadium,Punjab Kings,AP Dole,26,2,25,0,0,0
Sawai Mansingh Stadium,Punjab Kings,Anureet Singh,12,1,,,,
Sawai Mansingh Stadium,Punjab Kings,BA Stokes,51,1.5,8.5,0,0,0
Sawai Mansingh Stadium,Punjab Kings,BJ Hodge,12,0,,,,
Sawai Mansingh Stadium,Punjab Kings,D Salunkhe,13,1,,,,
Sawai Mansingh Stadium,Punjab Kings,DS Kulkarni,27,1,13,1,1,1
Sawai Mansingh Stadium,Punjab Kings,FY Fazal,6,1,,,,
Sawai Mansingh Stadium,Punjab Kings,IS Sodhi,48,1,,,,
Sawai Mansingh Stadium,Punjab Kings,J Botha,48,0,20,0,0,0
Sawai Mansingh Stadium,Punjab Kings,JC Archer,72,0.5,7,0.5,0,1
Sawai Mansingh Stadium,Punjab Kings,JD Unadkat,69,0.5,5,0,0,0
Sawai Mansingh Stadium,Punjab Kings,JP Faulkner,23,3,,,,
Sawai Mansingh Stadium,Punjab Kings,K Gowtham,63,1.5,8,1,0,2
Sawai Mansingh Stadium,Punjab Kings,KK Cooper,67,3,9,0.5,0,1
Sawai Mansingh Stadium,Punjab Kings,MK Lomror,24,0,,,,
Sawai Mansingh Stadium,Punjab Kings,MM Patel,24,2,25,1,1,1
Sawai Mansingh Stadium,Punjab Kings,Pankaj Singh,6,0,,,,
Sawai Mansingh Stadium,Punjab Kings,S Gopal,6,0,,,,
Sawai Mansingh Stadium,Punjab Kings,S Sreesanth,26,3,7,3,3,3
Sawai Mansingh Stadium,Punjab Kings,SK Trivedi,123,1.75,14,0,0,0
Sawai Mansingh Stadium,Punjab Kings,SK Warne,43,1.5,,,,
Sawai Mansingh Stadium,Punjab Kings,SR Watson,50,0.5,12.5,0.5,0,1
Sawai Mansingh Stadium,Punjab Kings,STR Binny,6,0,,,,
Sawai Mansingh Stadium,Punjab Kings,YK Pathan,31,0,15,0,0,0
Sawai Mansingh Stadium,Rajasthan Royals,A Kumble,49,0.5,6,0,0,0
Sawai Mansingh Stadium,Rajasthan Royals,A Mishra,132,1.25,,,,
Sawai Mansingh Stadium,Rajasthan Royals,A Nehra,62,2,10.5,1,1,1
Sawai Mansingh Stadium,Rajasthan Royals,AA Kazi,13,1,,,,
Sawai Mansingh Stadium,Rajasthan Royals,AB Agarkar,48,0.5,12.5,0,0,0
Sawai Mansingh Stadium,Rajasthan Royals,AB Dinda,72,0.5,18,0.5,0,1
Sawai Mansingh Stadium,Rajasthan Royals,AC Thomas,50,1,9,1,1,1
Sawai Mansingh Stadium,Rajasthan Royals,AD Mathews,60,1,,,,
Sawai Mansingh Stadium,Rajasthan Royals,AG Murtaza,48,0,6,0,0,0
Sawai Mansingh Stadium,Rajasthan Royals,AJ Tye,24,5,14,1,1,1
Sawai Mansingh Stadium,Rajasthan Royals,AM Nayar,12,0,,,,
