venue,opp_team,striker,strikerate_20,avg_runs_20,min_runs_20,max_runs_20,avg_wickets_20,min_wickets_20,max_wickets_20,avg_runs_6,min_runs_6,max_runs_6,avg_wickets_6,min_wickets_6,max_wickets_6
"Sardar Patel Stadium, Motera",Royal Challengers Bangalore,DJ Hooda,25.0,1.0,1,1,1.0,1,1,,,,,,
"Sardar Patel Stadium, Motera",Royal Challengers Bangalore,DS Kulkarni,50.0,1.0,1,1,1.0,1,1,,,,,,
"Sardar Patel Stadium, Motera",Royal Challengers Bangalore,JP Faulkner,80.0,4.0,4,4,1.0,1,1,,,,,,
"Sardar Patel Stadium, Motera",Royal Challengers Bangalore,KK Nair,114.26,16.0,16,16,0.0,0,0,1.0,1.0,1.0,0.0,0.0,0.0
"Sardar Patel Stadium, Motera",Royal Challengers Bangalore,PV Tambe,50.0,2.0,2,2,0.0,0,0,,,,,,
"Sardar Patel Stadium, Motera",Royal Challengers Bangalore,SPD Smith,110.68999999999994,31.0,31,31,2.0,2,2,1.0,1.0,1.0,0.0,0.0,0.0
"Sardar Patel Stadium, Motera",Royal Challengers Bangalore,SR Watson,113.05,26.0,26,26,1.0,1,1,26.0,26.0,26.0,1.0,1.0,1.0
"Sardar Patel Stadium, Motera",Royal Challengers Bangalore,STR Binny,100.0,20.0,20,20,1.0,1,1,,,,,,
"Sardar Patel Stadium, Motera",Royal Challengers Bangalore,SV Samson,57.15,4.0,4,4,1.0,1,1,,,,,,
"Sardar Patel Stadium, Motera",Sunrisers Hyderabad,AM Rahane,0.0,0.0,0,0,1.0,1,1,0.0,0.0,0.0,1.0,1.0,1.0
"Sardar Patel Stadium, Motera",Sunrisers Hyderabad,DS Kulkarni,87.5,7.0,7,7,0.0,0,0,,,,,,
"Sardar Patel Stadium, Motera",Sunrisers Hyderabad,JP Faulkner,66.68,4.0,4,4,1.0,1,1,,,,,,
"Sardar Patel Stadium, Motera",Sunrisers Hyderabad,KK Nair,133.32,12.0,12,12,1.0,1,1,12.0,12.0,12.0,1.0,1.0,1.0
"Sardar Patel Stadium, Motera",Sunrisers Hyderabad,KW Richardson,50.0,1.0,1,1,1.0,1,1,,,,,,
"Sardar Patel Stadium, Motera",Sunrisers Hyderabad,PV Tambe,42.87,3.0,3,3,1.0,1,1,,,,,,
"Sardar Patel Stadium, Motera",Sunrisers Hyderabad,R Bhatia,50.0,4.0,4,4,1.0,1,1,,,,,,
"Sardar Patel Stadium, Motera",Sunrisers Hyderabad,SPD Smith,64.67999999999998,22.0,22,22,2.0,2,2,,,,,,
"Sardar Patel Stadium, Motera",Sunrisers Hyderabad,SR Watson,99.99000000000001,11.0,11,11,1.0,1,1,7.0,7.0,7.0,0.0,0.0,0.0
"Sardar Patel Stadium, Motera",Sunrisers Hyderabad,STR Binny,63.13999999999999,12.0,12,12,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
"Sardar Patel Stadium, Motera",Sunrisers Hyderabad,SV Samson,94.1,16.0,16,16,1.0,1,1,16.0,16.0,16.0,1.0,1.0,1.0
Saurashtra Cricket Association Stadium,Delhi Capitals,AJ Finch,83.34,5.0,5,5,1.0,1,1,5.0,5.0,5.0,1.0,1.0,1.0
Saurashtra Cricket Association Stadium,Delhi Capitals,BB McCullum,25.0,1.0,1,1,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0
Saurashtra Cricket Association Stadium,Delhi Capitals,DR Smith,107.13,15.0,15,15,1.0,1,1,15.0,15.0,15.0,1.0,1.0,1.0
Saurashtra Cricket Association Stadium,Delhi Capitals,Ishan Kishan,100.0,2.0,2,2,0.0,0,0,,,,,,
Saurashtra Cricket Association Stadium,Delhi Capitals,JP Faulkner,116.67,7.0,7,7,1.0,1,1,,,,,,
Saurashtra Cricket Association Stadium,Delhi Capitals,KD Karthik,123.3,53.0,53,53,1.0,1,1,1.0,1.0,1.0,0.0,0.0,0.0
Saurashtra Cricket Association Stadium,Delhi Capitals,RA Jadeja,133.29,36.0,36,36,1.0,1,1,,,,,,
Saurashtra Cricket Association Stadium,Delhi Capitals,SK Raina,114.26000000000002,24.0,24,24,1.0,1,1,10.0,10.0,10.0,0.0,0.0,0.0
Saurashtra Cricket Association Stadium,Gujarat Lions,AB de Villiers,125.0,20.0,20,20,1.0,1,1,14.0,14.0,14.0,0.0,0.0,0.0
Saurashtra Cricket Association Stadium,Gujarat Lions,AM Rahane,105.0,10.5,0,21,1.0,1,1,10.5,0.0,21.0,1.0,1.0,1.0
Saurashtra Cricket Association Stadium,Gujarat Lions,AR Patel,170.0,17.0,0,34,1.0,1,1,,,,,,
Saurashtra Cricket Association Stadium,Gujarat Lions,Ankit Sharma,156.25,25.0,25,25,1.0,1,1,,,,,,
Saurashtra Cricket Association Stadium,Gujarat Lions,BA Stokes,138.93,25.0,25,25,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0
Saurashtra Cricket Association Stadium,Gujarat Lions,CA Lynn,202.11999999999986,93.0,93,93,0.0,0,0,27.0,27.0,27.0,0.0,0.0,0.0
Saurashtra Cricket Association Stadium,Gujarat Lions,CH Gayle,192.5,77.0,77,77,1.0,1,1,17.0,17.0,17.0,0.0,0.0,0.0
Saurashtra Cricket Association Stadium,Gujarat Lions,DA Miller,114.77000000000001,31.0,31,31,1.0,1,1,,,,,,
Saurashtra Cricket Association Stadium,Gujarat Lions,DA Warner,148.0,74.0,74,74,0.0,0,0,45.0,45.0,45.0,0.0,0.0,0.0
Saurashtra Cricket Association Stadium,Gujarat Lions,F du Plessis,160.51,69.0,69,69,1.0,1,1,20.0,20.0,20.0,0.0,0.0,0.0
Saurashtra Cricket Association Stadium,Gujarat Lions,G Gambhir,152.0,76.0,76,76,0.0,0,0,40.0,40.0,40.0,0.0,0.0,0.0
Saurashtra Cricket Association Stadium,Gujarat Lions,GJ Maxwell,163.13,15.5,0,31,1.0,1,1,,,,,,
Saurashtra Cricket Association Stadium,Gujarat Lions,Gurkeerat Singh,0.0,0.0,0,0,1.0,1,1,,,,,,
Saurashtra Cricket Association Stadium,Gujarat Lions,HH Pandya,80.0,4.0,4,4,1.0,1,1,,,,,,
Saurashtra Cricket Association Stadium,Gujarat Lions,HM Amla,162.5,65.0,65,65,1.0,1,1,31.0,31.0,31.0,0.0,0.0,0.0
Saurashtra Cricket Association Stadium,Gujarat Lions,Harbhajan Singh,0.0,0.0,0,0,1.0,1,1,,,,,,
Saurashtra Cricket Association Stadium,Gujarat Lions,JC Buttler,111.1,10.0,10,10,1.0,1,1,10.0,10.0,10.0,1.0,1.0,1.0
Saurashtra Cricket Association Stadium,Gujarat Lions,JJ Bumrah,0.0,0.0,0,0,1.0,1,1,,,,,,
Saurashtra Cricket Association Stadium,Gujarat Lions,JP Duminy,185.72,13.0,13,13,0.0,0,0,,,,,,
Saurashtra Cricket Association Stadium,Gujarat Lions,KA Pollard,178.55,25.0,25,25,2.0,2,2,10.0,10.0,10.0,1.0,1.0,1.0
Saurashtra Cricket Association Stadium,Gujarat Lions,KC Cariappa,33.33,1.0,1,1,1.0,1,1,,,,,,
Saurashtra Cricket Association Stadium,Gujarat Lions,KH Pandya,145.0,29.0,29,29,0.0,0,0,,,,,,
Saurashtra Cricket Association Stadium,Gujarat Lions,KL Rahul,141.71,51.0,51,51,0.0,0,0,,,,,,
Saurashtra Cricket Association Stadium,Gujarat Lions,KM Jadhav,237.5,38.0,38,38,0.0,0,0,,,,,,
Saurashtra Cricket Association Stadium,Gujarat Lions,KP Pietersen,119.41000000000004,37.0,37,37,1.0,1,1,15.0,15.0,15.0,0.0,0.0,0.0
Saurashtra Cricket Association Stadium,Gujarat Lions,LH Ferguson,100.0,1.0,1,1,0.0,0,0,,,,,,
Saurashtra Cricket Association Stadium,Gujarat Lions,M Vijay,130.89999999999995,55.0,55,55,1.0,1,1,35.0,35.0,35.0,0.0,0.0,0.0
Saurashtra Cricket Association Stadium,Gujarat Lions,M Vohra,50.0,2.0,2,2,1.0,1,1,2.0,2.0,2.0,1.0,1.0,1.0
Saurashtra Cricket Association Stadium,Gujarat Lions,MJ McClenaghan,100.0,1.0,1,1,1.0,1,1,,,,,,
Saurashtra Cricket Association Stadium,Gujarat Lions,MK Tiwary,110.69999999999999,31.0,31,31,1.0,1,1,,,,,,
Saurashtra Cricket Association Stadium,Gujarat Lions,MM Sharma,100.0,2.5,1,4,0.5,0,1,,,,,,
Saurashtra Cricket Association Stadium,Gujarat Lions,MP Stoinis,121.41999999999997,17.0,7,27,1.0,1,1,22.0,22.0,22.0,0.0,0.0,0.0
Saurashtra Cricket Association Stadium,Gujarat Lions,MR Marsh,63.63,7.0,7,7,1.0,1,1,,,,,,
Saurashtra Cricket Association Stadium,Gujarat Lions,MS Dhoni,150.01,13.5,5,22,0.5,0,1,,,,,,
Saurashtra Cricket Association Stadium,Gujarat Lions,N Rana,118.75,19.0,19,19,1.0,1,1,9.0,9.0,9.0,0.0,0.0,0.0
Saurashtra Cricket Association Stadium,Gujarat Lions,PA Patel,155.49999999999994,70.0,70,70,2.0,2,2,43.0,43.0,43.0,1.0,1.0,1.0
Saurashtra Cricket Association Stadium,Gujarat Lions,Q de Kock,99.93000000000004,46.0,46,46,1.0,1,1,29.0,29.0,29.0,0.0,0.0,0.0
Saurashtra Cricket Association Stadium,Gujarat Lions,R Bhatia,0.0,0.0,0,0,0.0,0,0,,,,,,
Saurashtra Cricket Association Stadium,Gujarat Lions,RA Tripathi,194.08999999999997,33.0,33,33,1.0,1,1,33.0,33.0,33.0,1.0,1.0,1.0
Saurashtra Cricket Association Stadium,Gujarat Lions,RD Chahar,150.0,3.0,3,3,0.0,0,0,,,,,,
Saurashtra Cricket Association Stadium,Gujarat Lions,RG Sharma,38.45,5.0,5,5,1.0,1,1,,,,,,
Saurashtra Cricket Association Stadium,Gujarat Lions,RR Pant,172.5,69.0,69,69,1.0,1,1,30.0,30.0,30.0,0.0,0.0,0.0
Saurashtra Cricket Association Stadium,Gujarat Lions,S Dhawan,120.43,53.0,53,53,0.0,0,0,11.0,11.0,11.0,0.0,0.0,0.0
Saurashtra Cricket Association Stadium,Gujarat Lions,SE Marsh,114.77000000000001,15.5,1,30,1.0,1,1,15.0,15.0,15.0,0.0,0.0,0.0
Saurashtra Cricket Association Stadium,Gujarat Lions,SL Malinga,0.0,0.0,0,0,1.0,1,1,,,,,,
Saurashtra Cricket Association Stadium,Gujarat Lions,SN Thakur,0.0,0.0,0,0,1.0,1,1,,,,,,
Saurashtra Cricket Association Stadium,Gujarat Lions,SPD Smith,133.37,24.0,5,43,1.0,1,1,29.0,29.0,29.0,0.0,0.0,0.0
Saurashtra Cricket Association Stadium,Gujarat Lions,SR Watson,100.01,6.0,6,6,1.0,1,1,6.0,6.0,6.0,1.0,1.0,1.0
Saurashtra Cricket Association Stadium,Gujarat Lions,SV Samson,146.13,19.0,19,19,0.0,0,0,,,,,,
Saurashtra Cricket Association Stadium,Gujarat Lions,Sandeep Sharma,100.0,1.0,1,1,0.0,0,0,,,,,,
Saurashtra Cricket Association Stadium,Gujarat Lions,TM Head,187.5,30.0,30,30,0.0,0,0,,,,,,
Saurashtra Cricket Association Stadium,Gujarat Lions,V Kohli,142.67999999999998,82.0,64,100,0.5,0,1,29.0,28.0,30.0,0.0,0.0,0.0
Saurashtra Cricket Association Stadium,Gujarat Lions,WP Saha,179.19,21.5,10,33,1.0,1,1,,,,,,
Saurashtra Cricket Association Stadium,Kolkata Knight Riders,AJ Finch,187.5,15.0,15,15,1.0,1,1,,,,,,
Saurashtra Cricket Association Stadium,Kolkata Knight Riders,BB McCullum,145.85999999999999,35.0,35,35,1.0,1,1,23.0,23.0,23.0,0.0,0.0,0.0
Saurashtra Cricket Association Stadium,Kolkata Knight Riders,JJ Roy,107.69,14.0,14,14,1.0,1,1,14.0,14.0,14.0,1.0,1.0,1.0
Saurashtra Cricket Association Stadium,Kolkata Knight Riders,KD Karthik,188.0,47.0,47,47,1.0,1,1,,,,,,
Saurashtra Cricket Association Stadium,Kolkata Knight Riders,SK Raina,130.68000000000004,68.0,68,68,0.0,0,0,14.0,14.0,14.0,0.0,0.0,0.0
Saurashtra Cricket Association Stadium,Mumbai Indians,AJ Finch,14.29,1.0,1,1,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0
Saurashtra Cricket Association Stadium,Mumbai Indians,AJ Tye,208.31000000000003,25.0,25,25,0.0,0,0,,,,,,
Saurashtra Cricket Association Stadium,Mumbai Indians,Ankit Soni,350.0,7.0,7,7,0.0,0,0,,,,,,
Saurashtra Cricket Association Stadium,Mumbai Indians,BB McCullum,87.5,7.0,7,7,1.0,1,1,7.0,7.0,7.0,1.0,1.0,1.0
Saurashtra Cricket Association Stadium,Mumbai Indians,Basil Thampi,50.0,2.0,2,2,0.0,0,0,,,,,,
Saurashtra Cricket Association Stadium,Mumbai Indians,IK Pathan,66.66,2.0,2,2,1.0,1,1,,,,,,
Saurashtra Cricket Association Stadium,Mumbai Indians,Ishan Kishan,126.31999999999995,48.0,48,48,1.0,1,1,38.0,38.0,38.0,0.0,0.0,0.0
Saurashtra Cricket Association Stadium,Mumbai Indians,JP Faulkner,72.43,21.0,21,21,2.0,2,2,,,,,,
Saurashtra Cricket Association Stadium,Mumbai Indians,KD Karthik,22.22,2.0,2,2,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0
Saurashtra Cricket Association Stadium,Mumbai Indians,RA Jadeja,127.27999999999999,28.0,28,28,1.0,1,1,,,,,,
Saurashtra Cricket Association Stadium,Mumbai Indians,SK Raina,33.33,1.0,1,1,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0
Saurashtra Cricket Association Stadium,Punjab Kings,AD Nath,0.0,0.0,0,0,1.0,1,1,,,,,,
Saurashtra Cricket Association Stadium,Punjab Kings,AJ Finch,108.33,13.0,13,13,1.0,1,1,13.0,13.0,13.0,1.0,1.0,1.0
Saurashtra Cricket Association Stadium,Punjab Kings,AJ Tye,183.32,22.0,22,22,1.0,1,1,,,,,,
Saurashtra Cricket Association Stadium,Punjab Kings,BB McCullum,77.77,3.5,1,6,1.0,1,1,3.5,1.0,6.0,1.0,1.0,1.0
Saurashtra Cricket Association Stadium,Punjab Kings,Basil Thampi,91.65,11.0,11,11,0.0,0,0,,,,,,
Saurashtra Cricket Association Stadium,Punjab Kings,DJ Bravo,0.0,0.0,0,0,1.0,1,1,,,,,,
Saurashtra Cricket Association Stadium,Punjab Kings,DR Smith,82.62,9.5,4,15,1.0,1,1,15.0,15.0,15.0,0.0,0.0,0.0
Saurashtra Cricket Association Stadium,Punjab Kings,DS Kulkarni,150.0,6.0,6,6,0.0,0,0,,,,,,
Saurashtra Cricket Association Stadium,Punjab Kings,Ishan Kishan,112.54000000000002,27.0,27,27,1.0,1,1,,,,,,
Saurashtra Cricket Association Stadium,Punjab Kings,JP Faulkner,118.47000000000001,32.0,32,32,1.0,1,1,,,,,,
Saurashtra Cricket Association Stadium,Punjab Kings,KD Karthik,117.59999999999994,30.0,2,58,0.5,0,1,2.5,1.0,4.0,0.0,0.0,0.0
Saurashtra Cricket Association Stadium,Punjab Kings,P Kumar,115.36999999999999,15.0,15,15,1.0,1,1,,,,,,
Saurashtra Cricket Association Stadium,Punjab Kings,RA Jadeja,105.24,10.0,9,11,1.0,1,1,,,,,,
Saurashtra Cricket Association Stadium,Punjab Kings,SK Raina,128.16000000000003,25.0,18,32,1.0,1,1,22.5,18.0,27.0,0.5,0.0,1.0
Saurashtra Cricket Association Stadium,Rising Pune Supergiant,AJ Finch,145.59,41.5,33,50,0.5,0,1,34.0,34.0,34.0,0.0,0.0,0.0
Saurashtra Cricket Association Stadium,Rising Pune Supergiant,BB McCullum,153.09000000000003,49.0,49,49,1.0,1,1,25.5,22.0,29.0,0.0,0.0,0.0
Saurashtra Cricket Association Stadium,Rising Pune Supergiant,DJ Bravo,220.0,22.0,22,22,0.0,0,0,,,,,,
Saurashtra Cricket Association Stadium,Rising Pune Supergiant,DR Smith,151.61,47.0,47,47,1.0,1,1,31.0,31.0,31.0,0.0,0.0,0.0
Saurashtra Cricket Association Stadium,Rising Pune Supergiant,KD Karthik,60.0,3.0,3,3,1.0,1,1,,,,,,
Saurashtra Cricket Association Stadium,Rising Pune Supergiant,RA Jadeja,40.0,4.0,4,4,0.0,0,0,,,,,,
Saurashtra Cricket Association Stadium,Rising Pune Supergiant,SK Raina,122.85999999999999,29.5,24,35,0.5,0,1,,,,,,
Saurashtra Cricket Association Stadium,Royal Challengers Bangalore,AJ Finch,118.75,19.0,19,19,1.0,1,1,7.0,7.0,7.0,0.0,0.0,0.0
Saurashtra Cricket Association Stadium,Royal Challengers Bangalore,AJ Tye,100.0,6.0,6,6,0.0,0,0,,,,,,
Saurashtra Cricket Association Stadium,Royal Challengers Bangalore,BB McCullum,156.18,57.0,42,72,1.0,1,1,29.0,25.0,33.0,0.0,0.0,0.0
Saurashtra Cricket Association Stadium,Royal Challengers Bangalore,Basil Thampi,0.0,0.0,0,0,0.0,0,0,,,,,,
Saurashtra Cricket Association Stadium,Royal Challengers Bangalore,DJ Bravo,400.0,4.0,4,4,0.0,0,0,,,,,,
Saurashtra Cricket Association Stadium,Royal Challengers Bangalore,DR Smith,126.93999999999997,16.5,1,32,1.0,1,1,16.5,1.0,32.0,1.0,1.0,1.0
Saurashtra Cricket Association Stadium,Royal Challengers Bangalore,Ishan Kishan,229.37999999999997,39.0,39,39,1.0,1,1,,,,,,
Saurashtra Cricket Association Stadium,Royal Challengers Bangalore,KD Karthik,115.90999999999998,25.5,1,50,0.5,0,1,,,,,,
Saurashtra Cricket Association Stadium,Royal Challengers Bangalore,RA Jadeja,106.05000000000001,17.5,12,23,1.0,1,1,,,,,,
Saurashtra Cricket Association Stadium,Royal Challengers Bangalore,SK Raina,154.53,25.5,23,28,1.0,1,1,23.0,23.0,23.0,1.0,1.0,1.0
Saurashtra Cricket Association Stadium,Sunrisers Hyderabad,AD Nath,50.0,5.0,5,5,1.0,1,1,,,,,,
Saurashtra Cricket Association Stadium,Sunrisers Hyderabad,AJ Finch,0.0,0.0,0,0,1.0,1,1,0.0,0.0,0.0,1.0,1.0,1.0
Saurashtra Cricket Association Stadium,Sunrisers Hyderabad,BB McCullum,105.86,18.0,18,18,1.0,1,1,16.0,16.0,16.0,0.0,0.0,0.0
Saurashtra Cricket Association Stadium,Sunrisers Hyderabad,DJ Bravo,66.65,8.0,8,8,1.0,1,1,,,,,,
Saurashtra Cricket Association Stadium,Sunrisers Hyderabad,DW Steyn,50.0,1.0,1,1,1.0,1,1,,,,,,
Saurashtra Cricket Association Stadium,Sunrisers Hyderabad,KD Karthik,80.0,8.0,8,8,1.0,1,1,,,,,,
Saurashtra Cricket Association Stadium,Sunrisers Hyderabad,P Kumar,100.0,1.0,1,1,0.0,0,0,,,,,,
Saurashtra Cricket Association Stadium,Sunrisers Hyderabad,RA Jadeja,87.5,14.0,14,14,1.0,1,1,,,,,,
Saurashtra Cricket Association Stadium,Sunrisers Hyderabad,SK Raina,146.99999999999991,75.0,75,75,1.0,1,1,33.0,33.0,33.0,0.0,0.0,0.0
Sawai Mansingh Stadium,Chennai Super Kings,A Singh,50.0,1.0,1,1,1.0,1,1,,,,,,
Sawai Mansingh Stadium,Chennai Super Kings,AL Menaria,72.72,4.0,2,6,0.5,0,1,,,,,,
Sawai Mansingh Stadium,Chennai Super Kings,AM Rahane,115.54,19.2,4,52,1.0,1,1,11.0,4.0,15.0,0.6,0.0,1.0
Sawai Mansingh Stadium,Chennai Super Kings,AS Raut,135.7,19.0,19,19,1.0,1,1,,,,,,
Sawai Mansingh Stadium,Chennai Super Kings,BA Stokes,114.66999999999997,19.5,11,28,1.0,1,1,11.0,11.0,11.0,1.0,1.0,1.0
Sawai Mansingh Stadium,Chennai Super Kings,BJ Hodge,106.49000000000001,16.5,0,33,0.5,0,1,,,,,,
Sawai Mansingh Stadium,Chennai Super Kings,DH Yagnik,92.85,6.5,3,10,0.5,0,1,,,,,,
Sawai Mansingh Stadium,Chennai Super Kings,GC Smith,72.85999999999999,35.0,35,35,0.0,0,0,22.0,22.0,22.0,0.0,0.0,0.0
Sawai Mansingh Stadium,Chennai Super Kings,J Botha,66.58999999999999,13.0,12,14,1.0,1,1,,,,,,
Sawai Mansingh Stadium,Chennai Super Kings,JC Archer,108.3,13.0,13,13,0.0,0,0,,,,,,
Sawai Mansingh Stadium,Chennai Super Kings,JC Buttler,168.5600000000001,59.0,23,95,0.5,0,1,31.5,23.0,40.0,0.5,0.0,1.0
Sawai Mansingh Stadium,Chennai Super Kings,JP Faulkner,50.0,1.0,1,1,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0
Sawai Mansingh Stadium,Chennai Super Kings,K Gowtham,260.0,13.0,13,13,1.0,1,1,,,,,,
Sawai Mansingh Stadium,Chennai Super Kings,LRPL Taylor,66.66,6.0,6,6,1.0,1,1,,,,,,
Sawai Mansingh Stadium,Chennai Super Kings,P Chopra,133.34,8.0,8,8,1.0,1,1,,,,,,
Sawai Mansingh Stadium,Chennai Super Kings,R Dravid,83.65,15.333333333333334,4,22,1.0,1,1,12.666666666666666,4.0,20.0,0.6666666666666666,0.0,1.0
Sawai Mansingh Stadium,Chennai Super Kings,R Parag,114.25999999999999,16.0,16,16,1.0,1,1,,,,,,
Sawai Mansingh Stadium,Chennai Super Kings,RA Tripathi,83.32,10.0,10,10,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0
Sawai Mansingh Stadium,Chennai Super Kings,S Gopal,271.43,19.0,19,19,0.0,0,0,,,,,,
Sawai Mansingh Stadium,Chennai Super Kings,SA Asnodkar,103.25000000000003,32.0,32,32,1.0,1,1,20.0,20.0,20.0,0.0,0.0,0.0
Sawai Mansingh Stadium,Chennai Super Kings,SK Warne,0.0,0.0,0,0,1.0,1,1,,,,,,
Sawai Mansingh Stadium,Chennai Super Kings,SPD Smith,68.21999999999998,15.0,15,15,1.0,1,1,5.0,5.0,5.0,0.0,0.0,0.0
Sawai Mansingh Stadium,Chennai Super Kings,SR Watson,158.76,25.0,5,70,0.75,0,1,5.333333333333333,0.0,11.0,0.6666666666666666,0.0,1.0
Sawai Mansingh Stadium,Chennai Super Kings,STR Binny,147.60000000000002,30.0,22,41,0.6666666666666666,0,1,0.0,0.0,0.0,0.0,0.0,0.0
Sawai Mansingh Stadium,Chennai Super Kings,SV Samson,79.38,9.0,0,21,1.0,1,1,2.3333333333333335,0.0,6.0,0.6666666666666666,0.0,1.0
Sawai Mansingh Stadium,Chennai Super Kings,YK Pathan,133.32999999999998,8.0,8,8,1.0,1,1,,,,,,
Sawai Mansingh Stadium,Deccan Chargers,AL Menaria,110.0,22.0,22,22,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0
Sawai Mansingh Stadium,Deccan Chargers,AM Rahane,137.41000000000003,44.0,44,44,1.0,1,1,17.0,17.0,17.0,0.0,0.0,0.0
Sawai Mansingh Stadium,Deccan Chargers,BJ Hodge,228.55999999999997,48.0,48,48,0.0,0,0,,,,,,
Sawai Mansingh Stadium,Deccan Chargers,DH Yagnik,299.99,9.0,9,9,0.0,0,0,,,,,,
Sawai Mansingh Stadium,Deccan Chargers,GC Smith,93.08999999999997,40.0,40,40,1.0,1,1,18.0,18.0,18.0,0.0,0.0,0.0
Sawai Mansingh Stadium,Deccan Chargers,J Botha,155.55,14.0,14,14,1.0,1,1,,,,,,
Sawai Mansingh Stadium,Deccan Chargers,M Kaif,113.34,17.0,17,17,0.0,0,0,,,,,,
Sawai Mansingh Stadium,Deccan Chargers,OA Shah,99.99,12.0,12,12,1.0,1,1,,,,,,
Sawai Mansingh Stadium,Deccan Chargers,R Dravid,155.5,42.0,42,42,1.0,1,1,42.0,42.0,42.0,1.0,1.0,1.0
Sawai Mansingh Stadium,Deccan Chargers,SR Watson,250.0,5.0,5,5,0.0,0,0,,,,,,
Sawai Mansingh Stadium,Deccan Chargers,YK Pathan,165.89999999999998,68.0,68,68,1.0,1,1,30.0,30.0,30.0,0.0,0.0,0.0
Sawai Mansingh Stadium,Delhi Capitals,AA Chavan,116.68,7.0,7,7,0.0,0,0,,,,,,
Sawai Mansingh Stadium,Delhi Capitals,AD Mascarenhas,112.5,9.0,9,9,1.0,1,1,,,,,,
Sawai Mansingh Stadium,Delhi Capitals,AG Paunikar,62.5,5.0,5,5,1.0,1,1,5.0,5.0,5.0,1.0,1.0,1.0
Sawai Mansingh Stadium,Delhi Capitals,AJ Turner,0.0,0.0,0,0,1.0,1,1,,,,,,
Sawai Mansingh Stadium,Delhi Capitals,AL Menaria,126.31,12.0,2,22,1.0,1,1,,,,,,
Sawai Mansingh Stadium,Delhi Capitals,AM Rahane,135.57999999999998,54.6,18,105,0.8,0,1,25.5,13.0,40.0,0.25,0.0,1.0
Sawai Mansingh Stadium,Delhi Capitals,BA Stokes,120.0,12.0,8,16,1.0,1,1,16.0,16.0,16.0,1.0,1.0,1.0
Sawai Mansingh Stadium,Delhi Capitals,BJ Hodge,50.0,1.0,1,1,1.0,1,1,,,,,,
Sawai Mansingh Stadium,Delhi Capitals,DJM Short,199.99,6.0,6,6,1.0,1,1,6.0,6.0,6.0,1.0,1.0,1.0
Sawai Mansingh Stadium,Delhi Capitals,GC Smith,82.77000000000001,24.0,24,24,3.0,3,3,4.0,4.0,4.0,2.0,2.0,2.0
Sawai Mansingh Stadium,Delhi Capitals,J Botha,121.79000000000003,39.0,39,39,0.0,0,0,6.0,6.0,6.0,0.0,0.0,0.0
Sawai Mansingh Stadium,Delhi Capitals,JC Buttler,152.61999999999998,29.0,29,29,1.0,1,1,,,,,,
Sawai Mansingh Stadium,Delhi Capitals,K Gowtham,100.0,2.0,2,2,0.0,0,0,,,,,,
Sawai Mansingh Stadium,Delhi Capitals,LRPL Taylor,180.0,18.0,18,18,0.0,0,0,,,,,,
Sawai Mansingh Stadium,Delhi Capitals,M Kaif,20.0,1.0,1,1,0.0,0,0,1.0,1.0,1.0,0.0,0.0,0.0
Sawai Mansingh Stadium,Delhi Capitals,M Rawat,125.0,5.0,5,5,0.0,0,0,,,,,,
Sawai Mansingh Stadium,Delhi Capitals,Niraj Patel,200.0,4.0,4,4,1.0,1,1,,,,,,
Sawai Mansingh Stadium,Delhi Capitals,OA Shah,33.33,1.0,1,1,1.0,1,1,,,,,,
Sawai Mansingh Stadium,Delhi Capitals,R Dravid,116.61999999999998,49.333333333333336,38,57,1.0,1,1,27.0,18.0,35.0,0.0,0.0,0.0
Sawai Mansingh Stadium,Delhi Capitals,R Parag,133.33,4.0,4,4,1.0,1,1,,,,,,
Sawai Mansingh Stadium,Delhi Capitals,RA Jadeja,85.71000000000001,6.0,6,6,1.0,1,1,,,,,,
Sawai Mansingh Stadium,Delhi Capitals,RA Tripathi,136.35999999999999,15.0,15,15,0.0,0,0,,,,,,
Sawai Mansingh Stadium,Delhi Capitals,SK Warne,91.66,11.0,11,11,1.0,1,1,,,,,,
Sawai Mansingh Stadium,Delhi Capitals,SP Goswami,81.86999999999998,18.0,18,18,0.0,0,0,,,,,,
Sawai Mansingh Stadium,Delhi Capitals,SPD Smith,151.50000000000003,50.0,50,50,1.0,1,1,12.0,12.0,12.0,0.0,0.0,0.0
Sawai Mansingh Stadium,Delhi Capitals,SR Watson,169.25000000000006,36.666666666666664,8,74,0.3333333333333333,0,1,1.0,1.0,1.0,0.0,0.0,0.0
Sawai Mansingh Stadium,Delhi Capitals,STR Binny,135.71999999999997,19.0,19,19,1.0,1,1,,,,,,
Sawai Mansingh Stadium,Delhi Capitals,SV Samson,168.23000000000005,37.0,37,37,1.0,1,1,16.0,16.0,16.0,0.0,0.0,0.0
