venue,bowling_team,batsmen,strikerate_20,avg_runs_20,min_runs_20,max_runs_20,avg_wickets_20,min_wickets_20,max_wickets_20,avg_runs_6,min_runs_6,max_runs_6,avg_wickets_6,min_wickets_6,max_wickets_6
Sawai Mansingh Stadium,Pune Warriors,STR Binny,211.14,19,6,32,0,0,0,,,,,,
Sawai Mansingh Stadium,Pune Warriors,SV Samson,166.68,10,10,10,1,1,1,,,,,,
Sawai Mansingh Stadium,Punjab Kings,AL Menaria,0,0,0,0,1,1,1,,,,,,
Sawai Mansingh Stadium,Punjab Kings,AM Rahane,115.92,42,9,98,0.75,0,1,16.75,3,34,0.25,0,1
Sawai Mansingh Stadium,Punjab Kings,BA Stokes,153.83,10,6,14,1.5,1,2,,,,,,
Sawai Mansingh Stadium,Punjab Kings,BJ Hodge,112.44,18,15,21,1,1,1,,,,,,
Sawai Mansingh Stadium,Punjab Kings,DS Kulkarni,166.66,5,5,5,0,0,0,,,,,,
Sawai Mansingh Stadium,Punjab Kings,DS Lehmann,99.99,17,17,17,1,1,1,4,4,4,0,0,0
Sawai Mansingh Stadium,Punjab Kings,JC Archer,66.67,1,0,2,1,1,1,,,,,,
Sawai Mansingh Stadium,Punjab Kings,JC Buttler,147.98,75.5,69,82,0.5,0,1,44,43,45,0,0,0
Sawai Mansingh Stadium,Punjab Kings,JD Unadkat,33.33,0.5,0,1,1,1,1,,,,,,
Sawai Mansingh Stadium,Punjab Kings,K Gowtham,110,5.5,3,8,1,1,1,8,8,8,0,0,0
Sawai Mansingh Stadium,Punjab Kings,KK Cooper,366.66,11,11,11,0,0,0,,,,,,
Sawai Mansingh Stadium,Punjab Kings,Kamran Akmal,150,15,15,15,1,1,1,15,15,15,1,1,1
Sawai Mansingh Stadium,Punjab Kings,M Kaif,62.5,5,5,5,1,1,1,5,5,5,1,1,1
Sawai Mansingh Stadium,Punjab Kings,MJ Lumb,184.44,83,83,83,1,1,1,50,50,50,0,0,0
Sawai Mansingh Stadium,Punjab Kings,MK Lomror,99.99,9,9,9,0,0,0,,,,,,
Sawai Mansingh Stadium,Punjab Kings,NV Ojha,115.77,44,44,44,0,0,0,15,15,15,0,0,0
Sawai Mansingh Stadium,Punjab Kings,OA Shah,155.54,14,14,14,0,0,0,,,,,,
Sawai Mansingh Stadium,Punjab Kings,R Dravid,102.81,18.5,9,28,1,1,1,11.5,5,18,0,0,0
Sawai Mansingh Stadium,Punjab Kings,RA Jadeja,133.29,36,36,36,0,0,0,,,,,,
Sawai Mansingh Stadium,Punjab Kings,RA Tripathi,20,1,1,1,1,1,1,,,,,,
Sawai Mansingh Stadium,Punjab Kings,S Gopal,100,1,1,1,0,0,0,,,,,,
Sawai Mansingh Stadium,Punjab Kings,SPD Smith,117.62,20,20,20,1,1,1,,,,,,
Sawai Mansingh Stadium,Punjab Kings,SR Watson,150.07,54,32,76,0.5,0,1,23,14,32,0.5,0,1
Sawai Mansingh Stadium,Punjab Kings,STR Binny,100,5.5,0,11,0.5,0,1,,,,,,
Sawai Mansingh Stadium,Punjab Kings,SV Samson,119.87,26.33333333,22,30,1,0,2,,,,,,
Sawai Mansingh Stadium,Punjab Kings,YK Pathan,140,14,7,21,0.5,0,1,7,7,7,1,1,1
Sawai Mansingh Stadium,Rajasthan Royals,A Ashish Reddy,127.26,14,14,14,1,1,1,,,,,,
Sawai Mansingh Stadium,Rajasthan Royals,A Kumble,100,8,8,8,1,1,1,,,,,,
Sawai Mansingh Stadium,Rajasthan Royals,A Mishra,65.77,12.5,4,21,1,1,1,,,,,,
Sawai Mansingh Stadium,Rajasthan Royals,A Mukund,86.41,19,19,19,1,1,1,14,14,14,0,0,0
Sawai Mansingh Stadium,Rajasthan Royals,A Nehra,112.5,9,9,9,0,0,0,,,,,,
Sawai Mansingh Stadium,Rajasthan Royals,A Symonds,62.92,17,17,17,1,1,1,,,,,,
Sawai Mansingh Stadium,Rajasthan Royals,AB Agarkar,133.34,20,20,20,1,1,1,20,20,20,1,1,1
Sawai Mansingh Stadium,Rajasthan Royals,AB Dinda,33.33,1,1,1,1,1,1,,,,,,
Sawai Mansingh Stadium,Rajasthan Royals,AB de Villiers,159.56,33.2,13,59,0.8,0,1,21,21,21,0,0,0
Sawai Mansingh Stadium,Rajasthan Royals,AC Gilchrist,125.7,29.33333333,0,61,1,1,1,21.33333333,0,37,0.666666667,0,1
Sawai Mansingh Stadium,Rajasthan Royals,AD Hales,115.33,45,45,45,1,1,1,20,20,20,0,0,0
Sawai Mansingh Stadium,Rajasthan Royals,AD Mathews,120.54,20.5,18,23,1,1,1,,,,,,
Sawai Mansingh Stadium,Rajasthan Royals,AD Nath,69.22,9,9,9,1,1,1,1,1,1,0,0,0
Sawai Mansingh Stadium,Rajasthan Royals,AG Murtaza,40,2,2,2,0,0,0,,,,,,
Sawai Mansingh Stadium,Rajasthan Royals,AJ Finch,114.24,28,11,45,1,1,1,19.5,11,28,0.5,0,1
Sawai Mansingh Stadium,Rajasthan Royals,AJ Tye,100,1,1,1,0,0,0,,,,,,
Sawai Mansingh Stadium,Rajasthan Royals,AM Nayar,120.71,17.5,10,25,1,1,1,0,0,0,0,0,0
Sawai Mansingh Stadium,Rajasthan Royals,AP Majumdar,112.5,9,9,9,1,1,1,9,9,9,1,1,1
Sawai Mansingh Stadium,Rajasthan Royals,AR Patel,180,9,9,9,1,1,1,,,,,,
Sawai Mansingh Stadium,Rajasthan Royals,AT Rayudu,103.82,21.4,0,57,1.2,1,2,7.5,0,12,0.5,0,1
Sawai Mansingh Stadium,Rajasthan Royals,Abdur Razzak,0,0,0,0,0,0,0,,,,,,
Sawai Mansingh Stadium,Rajasthan Royals,Azhar Mahmood,115,23,23,23,1,1,1,,,,,,
Sawai Mansingh Stadium,Rajasthan Royals,B Kumar,44.44,2,1,3,1,1,1,,,,,,
Sawai Mansingh Stadium,Rajasthan Royals,B Lee,150,10,0,25,1,1,1,,,,,,
Sawai Mansingh Stadium,Rajasthan Royals,BB McCullum,50,2,2,2,1,1,1,2,2,2,1,1,1
Sawai Mansingh Stadium,Rajasthan Royals,BCJ Cutting,144.44,13,13,13,0,0,0,,,,,,
Sawai Mansingh Stadium,Rajasthan Royals,BJ Hodge,50.02,4.5,1,8,0.5,0,1,2.5,1,4,0,0,0
Sawai Mansingh Stadium,Rajasthan Royals,BJ Rohrer,156.15,64,64,64,0,0,0,,,,,,
Sawai Mansingh Stadium,Rajasthan Royals,Bipul Sharma,135.7,9.5,1,18,0.5,0,1,,,,,,
Sawai Mansingh Stadium,Rajasthan Royals,C de Grandhomme,66.66,2,2,2,1,1,1,,,,,,
Sawai Mansingh Stadium,Rajasthan Royals,CA Ingram,60,3,3,3,0,0,0,,,,,,
Sawai Mansingh Stadium,Rajasthan Royals,CA Lynn,147.03,25,0,50,1,1,1,14.5,0,29,0.5,0,1
Sawai Mansingh Stadium,Rajasthan Royals,CH Gayle,152.73,37.6,1,79,0.8,0,1,18,1,34,0.5,0,1
Sawai Mansingh Stadium,Rajasthan Royals,CH Morris,242.85,17,17,17,0,0,0,17,17,17,0,0,0
Sawai Mansingh Stadium,Rajasthan Royals,CJ Ferguson,88.48,23,23,23,1,1,1,10,10,10,0,0,0
Sawai Mansingh Stadium,Rajasthan Royals,CL White,58.81,10,10,10,1,1,1,6,6,6,0,0,0
Sawai Mansingh Stadium,Rajasthan Royals,CM Gautam,66.67,2,2,2,1,1,1,2,2,2,1,1,1
Sawai Mansingh Stadium,Rajasthan Royals,DA Warner,109.4,34.66666667,13,54,1,1,1,14,11,20,0,0,0
Sawai Mansingh Stadium,Rajasthan Royals,DB Das,85.15,11.5,11,12,1,1,1,12,12,12,1,1,1
Sawai Mansingh Stadium,Rajasthan Royals,DB Ravi Teja,75,6,6,6,1,1,1,,,,,,
Sawai Mansingh Stadium,Rajasthan Royals,DJ Bravo,125.88,11.33333333,1,23,0.333333333,0,1,,,,,,
Sawai Mansingh Stadium,Rajasthan Royals,DJ Hooda,0,0,0,0,1,1,1,,,,,,
Sawai Mansingh Stadium,Rajasthan Royals,DJ Hussey,131.52,32,13,42,1.333333333,1,2,21,21,21,1,1,1
Sawai Mansingh Stadium,Rajasthan Royals,DJ Jacobs,93.75,15,15,15,1,1,1,15,15,15,1,1,1
Sawai Mansingh Stadium,Rajasthan Royals,DJG Sammy,136.34,60,60,60,1,1,1,8,8,8,0,0,0
Sawai Mansingh Stadium,Rajasthan Royals,DPMD Jayawardene,104.33,18.6,0,44,1.2,1,2,11.5,0,18,0.75,0,2
Sawai Mansingh Stadium,Rajasthan Royals,DR Smith,139.65,47.5,8,87,0.5,0,1,27,27,27,0,0,0
Sawai Mansingh Stadium,Rajasthan Royals,DT Christian,152.6,29,29,29,0,0,0,,,,,,
Sawai Mansingh Stadium,Rajasthan Royals,DT Patil,74.99,9,9,9,1,1,1,,,,,,
Sawai Mansingh Stadium,Rajasthan Royals,DW Steyn,199.99,18,18,18,0,0,0,,,,,,
Sawai Mansingh Stadium,Rajasthan Royals,E Lewis,0,0,0,0,1,1,1,0,0,0,1,1,1
Sawai Mansingh Stadium,Rajasthan Royals,EJG Morgan,130.72,51,51,51,1,1,1,,,,,,
Sawai Mansingh Stadium,Rajasthan Royals,F du Plessis,70,7,7,7,1,1,1,7,7,7,1,1,1
Sawai Mansingh Stadium,Rajasthan Royals,G Gambhir,140.78,32,0,75,0.75,0,1,19.25,0,31,0.25,0,1
Sawai Mansingh Stadium,Rajasthan Royals,GH Vihari,44.44,4,4,4,1,1,1,4,4,4,0,0,0
Sawai Mansingh Stadium,Rajasthan Royals,GJ Maxwell,141.65,17,17,17,2,2,2,17,17,17,2,2,2
Sawai Mansingh Stadium,Rajasthan Royals,Gurkeerat Singh,66.68,10,10,10,1,1,1,4,4,4,0,0,0
Sawai Mansingh Stadium,Rajasthan Royals,HH Gibbs,95,19,19,19,1,1,1,11,11,11,0,0,0
Sawai Mansingh Stadium,Rajasthan Royals,HH Pandya,142.09,13.5,4,23,1,1,1,,,,,,
Sawai Mansingh Stadium,Rajasthan Royals,Harbhajan Singh,137.5,5.5,1,10,0,0,0,,,,,,
Sawai Mansingh Stadium,Rajasthan Royals,Harmeet Singh,100,1,1,1,0,0,0,,,,,,
Sawai Mansingh Stadium,Rajasthan Royals,Harpreet Singh,68.39,13,13,13,1,1,1,,,,,,
Sawai Mansingh Stadium,Rajasthan Royals,I Sharma,100,1,1,1,0,0,0,,,,,,
Sawai Mansingh Stadium,Rajasthan Royals,IK Pathan,93.68,15,9,24,0.666666667,0,1,,,,,,
Sawai Mansingh Stadium,Rajasthan Royals,Iqbal Abdulla,50,1,1,1,0,0,0,,,,,,
Sawai Mansingh Stadium,Rajasthan Royals,Ishan Kishan,138.07,58,58,58,1,1,1,15,15,15,0,0,0
Sawai Mansingh Stadium,Rajasthan Royals,J Arunkumar,0,0,0,0,1,1,1,0,0,0,1,1,1
Sawai Mansingh Stadium,Rajasthan Royals,JA Morkel,147.72,21.66666667,5,42,0.333333333,0,1,,,,,,
Sawai Mansingh Stadium,Rajasthan Royals,JD Ryder,135.71,9.5,1,18,1,1,1,9.5,1,18,1,1,1
Sawai Mansingh Stadium,Rajasthan Royals,JH Kallis,94.52,21,0,80,1,1,1,8.6,0,27,0.8,0,1
Sawai Mansingh Stadium,Rajasthan Royals,JP Duminy,148.41,44.5,31,58,0.5,0,1,13,13,13,0,0,0
Sawai Mansingh Stadium,Rajasthan Royals,JP Faulkner,122.21,11,11,11,0,0,0,,,,,,
Sawai Mansingh Stadium,Rajasthan Royals,JR Hopes,100,16,16,16,1,1,1,9,9,9,0,0,0
Sawai Mansingh Stadium,Rajasthan Royals,Joginder Sharma,0,0,0,0,1,1,1,,,,,,
Sawai Mansingh Stadium,Rajasthan Royals,K Goel,123.81,26,26,26,1,1,1,26,26,26,1,1,1
Sawai Mansingh Stadium,Rajasthan Royals,KA Pollard,95.26,12.2,1,25,0.8,0,1,,,,,,
Sawai Mansingh Stadium,Rajasthan Royals,KC Sangakkara,137.54,19.25,4,44,1,1,1,14.5,4,26,0.25,0,1
Sawai Mansingh Stadium,Rajasthan Royals,KD Karthik,116.45,28.33333333,13,42,0.666666667,0,1,14,14,14,0,0,0
Sawai Mansingh Stadium,Rajasthan Royals,KH Pandya,112.5,4.5,2,7,0.5,0,1,,,,,,
Sawai Mansingh Stadium,Rajasthan Royals,KK Nair,60,3,3,3,1,1,1,3,3,3,1,1,1
Sawai Mansingh Stadium,Rajasthan Royals,KL Rahul,133.79,49.5,4,95,0.5,0,1,15.5,4,27,0.5,0,1
Sawai Mansingh Stadium,Rajasthan Royals,KM Jadhav,78.36,9.666666667,1,23,0.666666667,0,1,1,1,1,1,1,1
Sawai Mansingh Stadium,Rajasthan Royals,KP Pietersen,155.58,49,36,62,0.5,0,1,27,13,41,0,0,0
Sawai Mansingh Stadium,Rajasthan Royals,KS Williamson,133.28,38,13,63,1,1,1,13,13,13,0.5,0,1
Sawai Mansingh Stadium,Rajasthan Royals,KV Sharma,75,6,6,6,1,1,1,6,6,6,1,1,1
Sawai Mansingh Stadium,Rajasthan Royals,LR Shukla,60,4,2,8,1,1,1,,,,,,
Sawai Mansingh Stadium,Rajasthan Royals,LRPL Taylor,100,8,6,10,0.5,0,1,,,,,,
Sawai Mansingh Stadium,Rajasthan Royals,M Kartik,88.88,8,8,8,0,0,0,,,,,,
Sawai Mansingh Stadium,Rajasthan Royals,M Manhas,120,24,24,24,1,1,1,,,,,,
Sawai Mansingh Stadium,Rajasthan Royals,M Markande,0,0,0,0,0,0,0,,,,,,
Sawai Mansingh Stadium,Rajasthan Royals,M Muralitharan,45.45,2.5,0,5,0.5,0,1,,,,,,
Sawai Mansingh Stadium,Rajasthan Royals,M Ntini,84.61,11,11,11,1,1,1,,,,,,
Sawai Mansingh Stadium,Rajasthan Royals,M Vijay,109.08,36,0,55,0.666666667,0,1,11,0,19,0.333333333,0,1
Sawai Mansingh Stadium,Rajasthan Royals,M Vohra,50.01,3,3,3,0,0,0,3,3,3,0,0,0
Sawai Mansingh Stadium,Rajasthan Royals,MA Agarwal,88.08,18.5,15,22,1,1,1,8.5,2,15,0,0,0
Sawai Mansingh Stadium,Rajasthan Royals,MC Henriques,115.78,22,22,22,1,1,1,,,,,,
Sawai Mansingh Stadium,Rajasthan Royals,MEK Hussey,99.91,35,19,46,1,1,1,20,8,38,0,0,0
Sawai Mansingh Stadium,Rajasthan Royals,MF Maharoof,243.75,39,39,39,1,1,1,,,,,,
Sawai Mansingh Stadium,Rajasthan Royals,MG Johnson,122.21,11,11,11,1,1,1,,,,,,
Sawai Mansingh Stadium,Rajasthan Royals,MJ McClenaghan,0,0,0,0,1,1,1,,,,,,
Sawai Mansingh Stadium,Rajasthan Royals,MJ Santner,250,10,10,10,0,0,0,,,,,,
Sawai Mansingh Stadium,Rajasthan Royals,MK Pandey,122.76,24.8,3,61,1.2,1,2,13,9,16,0.333333333,0,1
Sawai Mansingh Stadium,Rajasthan Royals,MK Tiwary,112.72,26.66666667,7,59,1,1,1,9,4,14,0,0,0
Sawai Mansingh Stadium,Rajasthan Royals,MM Ali,172.72,9.5,1,18,0.5,0,1,,,,,,
Sawai Mansingh Stadium,Rajasthan Royals,MP Stoinis,95.4,21,11,31,0.5,0,1,,,,,,
Sawai Mansingh Stadium,Rajasthan Royals,MR Marsh,159.11,35,35,35,1,1,1,,,,,,
Sawai Mansingh Stadium,Rajasthan Royals,MS Bisla,88,7.333333333,1,20,0.666666667,0,1,7.333333333,1,20,0.666666667,0,1
Sawai Mansingh Stadium,Rajasthan Royals,MS Dhoni,126.15,24.16666667,1,58,0.666666667,0,1,0,0,0,0,0,0
Sawai Mansingh Stadium,Rajasthan Royals,MS Gony,25,1,1,1,0,0,0,,,,,,
Sawai Mansingh Stadium,Rajasthan Royals,Mandeep Singh,110,11,2,34,0.75,0,1,2,2,2,1,1,1
Sawai Mansingh Stadium,Rajasthan Royals,Misbah-ul-Haq,0,0,0,0,1,1,1,0,0,0,1,1,1
Sawai Mansingh Stadium,Rajasthan Royals,Mohammed Shami,50,5,5,5,1,1,1,,,,,,
Sawai Mansingh Stadium,Rajasthan Royals,Mohammed Siraj,107.68,14,14,14,1,1,1,,,,,,
Sawai Mansingh Stadium,Rajasthan Royals,N Pooran,80.02,12,12,12,1,1,1,,,,,,
Sawai Mansingh Stadium,Rajasthan Royals,N Rana,124.98,35,35,35,0,0,0,,,,,,
Sawai Mansingh Stadium,Rajasthan Royals,NL McCullum,157.14,11,11,11,0,0,0,,,,,,
Sawai Mansingh Stadium,Rajasthan Royals,NLTC Perera,62.5,2.5,1,4,1,1,1,4,4,4,1,1,1
Sawai Mansingh Stadium,Rajasthan Royals,NV Ojha,220,5.5,0,11,0.5,0,1,,,,,,
Sawai Mansingh Stadium,Rajasthan Royals,P Awana,0,0,0,0,1,1,1,,,,,,
Sawai Mansingh Stadium,Rajasthan Royals,P Kumar,166.68,8.333333333,0,15,1,1,1,,,,,,
Sawai Mansingh Stadium,Rajasthan Royals,PA Patel,135.99,33,0,67,1,1,1,13,0,29,0.25,0,1
Sawai Mansingh Stadium,Rajasthan Royals,PA Reddy,40,2,2,2,1,1,1,2,2,2,1,1,1
Sawai Mansingh Stadium,Rajasthan Royals,PC Valthaty,86.69,13,13,13,1,1,1,13,13,13,1,1,1
Sawai Mansingh Stadium,Rajasthan Royals,PP Chawla,115.88,12.75,7,24,0.75,0,1,,,,,,
Sawai Mansingh Stadium,Rajasthan Royals,PP Ojha,66.66,1,1,1,0,0,0,,,,,,
Sawai Mansingh Stadium,Rajasthan Royals,PP Shaw,107.62,42,42,42,1,1,1,11,11,11,0,0,0
Sawai Mansingh Stadium,Rajasthan Royals,Q de Kock,135.35,65,65,65,1,1,1,33,33,33,0,0,0
Sawai Mansingh Stadium,Rajasthan Royals,R Ashwin,0,0,0,0,1,1,1,0,0,0,1,1,1
Sawai Mansingh Stadium,Rajasthan Royals,R Bhatia,133.35,10,8,12,1,1,1,,,,,,
Sawai Mansingh Stadium,Rajasthan Royals,R Dhawan,0,0,0,0,1,1,1,,,,,,
Sawai Mansingh Stadium,Rajasthan Royals,R Dravid,195.14,40,5,75,0,0,0,,,,,,
Sawai Mansingh Stadium,Rajasthan Royals,R Rampaul,75,3,3,3,1,1,1,,,,,,
Sawai Mansingh Stadium,Rajasthan Royals,R Sathish,95,6.333333333,1,11,0.666666667,0,1,,,,,,
Sawai Mansingh Stadium,Rajasthan Royals,R Sharma,0,0,0,0,1,1,1,,,,,,
Sawai Mansingh Stadium,Rajasthan Royals,R Vinay Kumar,270,13.5,5,22,0.5,0,1,,,,,,
Sawai Mansingh Stadium,Rajasthan Royals,RA Jadeja,107.33,14.75,9,22,0.75,0,1,,,,,,
Sawai Mansingh Stadium,Rajasthan Royals,RE van der Merwe,66.66,2,2,2,0,0,0,,,,,,
Sawai Mansingh Stadium,Rajasthan Royals,RG Sharma,55.52,5,0,13,1,1,1,3,2,5,0.333333333,0,1
Sawai Mansingh Stadium,Rajasthan Royals,RJ Harris,66.66,2,2,2,0,0,0,,,,,,
Sawai Mansingh Stadium,Rajasthan Royals,RP Singh,60,1.5,1,2,1,1,1,,,,,,
Sawai Mansingh Stadium,Rajasthan Royals,RR Pant,192.08,49,20,78,0.5,0,1,20,20,20,1,1,1
Sawai Mansingh Stadium,Rajasthan Royals,RR Raje,50,1,1,1,0,0,0,,,,,,
Sawai Mansingh Stadium,Rajasthan Royals,RS Bopara,66.64,8,8,8,0,0,0,,,,,,
Sawai Mansingh Stadium,Rajasthan Royals,RT Ponting,44.44,4,4,4,1,1,1,4,4,4,1,1,1
Sawai Mansingh Stadium,Rajasthan Royals,RV Gomez,0,0,0,0,1,1,1,,,,,,
Sawai Mansingh Stadium,Rajasthan Royals,RV Uthappa,126.28,28.28571429,3,54,0.714285714,0,1,16.6,4,26,0.2,0,1
Sawai Mansingh Stadium,Rajasthan Royals,Rashid Khan,149.99,9,1,17,0.5,0,1,,,,,,
Sawai Mansingh Stadium,Rajasthan Royals,S Anirudha,225,18,18,18,0,0,0,,,,,,
Sawai Mansingh Stadium,Rajasthan Royals,S Badrinath,107.14,15,15,15,1,1,1,15,15,15,1,1,1
Sawai Mansingh Stadium,Rajasthan Royals,S Dhawan,145.62,23,0,54,1,1,1,19.25,0,48,0.5,0,1
Sawai Mansingh Stadium,Rajasthan Royals,S Sohal,100,4,4,4,1,1,1,,,,,,
Sawai Mansingh Stadium,Rajasthan Royals,S Vidyut,45.45,5,5,5,1,1,1,5,5,5,1,1,1
Sawai Mansingh Stadium,Rajasthan Royals,SA Yadav,126.14,53,34,72,1,1,1,14.5,2,27,0,0,0
Sawai Mansingh Stadium,Rajasthan Royals,SB Bangar,50,3,3,3,1,1,1,,,,,,
Sawai Mansingh Stadium,Rajasthan Royals,SB Styris,118.18,13,13,13,1,1,1,,,,,,
Sawai Mansingh Stadium,Rajasthan Royals,SC Ganguly,117.73,26.5,2,51,1.5,1,2,9.5,2,17,1,1,1
Sawai Mansingh Stadium,Rajasthan Royals,SE Marsh,116.68,7,7,7,1,1,1,2,2,2,0,0,0
Sawai Mansingh Stadium,Rajasthan Royals,SE Rutherford,220,11,11,11,1,1,1,,,,,,
Sawai Mansingh Stadium,Rajasthan Royals,SK Raina,124.2,25,1,52,1,1,1,17,4,29,0.5,0,1
Sawai Mansingh Stadium,Rajasthan Royals,SL Malinga,50,4,1,7,1,1,1,,,,,,
Sawai Mansingh Stadium,Rajasthan Royals,SM Pollock,0,0,0,0,1,1,1,,,,,,
Sawai Mansingh Stadium,Rajasthan Royals,SN Khan,139.47,26.5,7,46,0.5,0,1,,,,,,
Sawai Mansingh Stadium,Rajasthan Royals,SO Hetmyer,11.11,1,1,1,1,1,1,,,,,,
Sawai Mansingh Stadium,Rajasthan Royals,SP Fleming,0,0,0,0,1,1,1,0,0,0,1,1,1
Sawai Mansingh Stadium,Rajasthan Royals,SP Narine,152.73,21,0,47,0.75,0,1,31,28,34,0,0,0
Sawai Mansingh Stadium,Rajasthan Royals,SPD Smith,119.4,37,37,37,1,1,1,4,4,4,0,0,0
Sawai Mansingh Stadium,Rajasthan Royals,SR Tendulkar,112.28,37,1,89,0.6,0,1,10,1,15,0.4,0,1
Sawai Mansingh Stadium,Rajasthan Royals,SR Watson,105.37,19.5,0,39,1,1,1,5,0,10,0.5,0,1
Sawai Mansingh Stadium,Rajasthan Royals,SS Iyer,80,4,4,4,1,1,1,,,,,,
Sawai Mansingh Stadium,Rajasthan Royals,SS Tiwary,115,11.5,8,15,0.5,0,1,15,15,15,1,1,1
Sawai Mansingh Stadium,Rajasthan Royals,ST Jayasuriya,92.82,19.5,1,38,1,1,1,6,1,11,0.5,0,1
Sawai Mansingh Stadium,Rajasthan Royals,SW Billings,122.75,27,27,27,1,1,1,,,,,,
Sawai Mansingh Stadium,Rajasthan Royals,Salman Butt,87.5,7,7,7,1,1,1,7,7,7,1,1,1
Sawai Mansingh Stadium,Rajasthan Royals,Shahid Afridi,33.33,1,1,1,1,1,1,,,,,,
Sawai Mansingh Stadium,Rajasthan Royals,Shakib Al Hasan,88.21,7.5,6,9,1,1,1,,,,,,
Sawai Mansingh Stadium,Rajasthan Royals,Shubman Gill,54.54,6,6,6,0,0,0,,,,,,
Sawai Mansingh Stadium,Rajasthan Royals,TG Southee,82.34,14,14,14,1,1,1,,,,,,
Sawai Mansingh Stadium,Rajasthan Royals,TM Dilshan,132,44,18,76,0.333333333,0,1,26.5,17,36,0,0,0
Sawai Mansingh Stadium,Rajasthan Royals,UBT Chand,20,2,2,2,1,1,1,0,0,0,0,0,0
Sawai Mansingh Stadium,Rajasthan Royals,UT Yadav,0,0,0,0,1,1,1,,,,,,
Sawai Mansingh Stadium,Rajasthan Royals,Umar Gul,100,2,2,2,1,1,1,,,,,,
Sawai Mansingh Stadium,Rajasthan Royals,V Kohli,92.08,18.71428571,3,39,1,0,2,9.8,3,23,0.6,0,1
Sawai Mansingh Stadium,Rajasthan Royals,V Sehwag,147.87,26.25,4,73,1,1,1,19,4,44,0.75,0,1
Sawai Mansingh Stadium,Rajasthan Royals,V Shankar,84.59,5.5,3,8,1,1,1,3,3,3,1,1,1
Sawai Mansingh Stadium,Rajasthan Royals,VVS Laxman,80,8,8,8,0,0,0,8,8,8,0,0,0
Sawai Mansingh Stadium,Rajasthan Royals,VY Mahesh,0,0,0,0,0,0,0,,,,,,
Sawai Mansingh Stadium,Rajasthan Royals,WA Mota,100,1,1,1,0,0,0,,,,,,
Sawai Mansingh Stadium,Rajasthan Royals,WP Saha,121.42,5.666666667,1,11,0.666666667,0,1,,,,,,
Sawai Mansingh Stadium,Rajasthan Royals,Y Nagar,99.99,9,9,9,0,0,0,,,,,,
Sawai Mansingh Stadium,Rajasthan Royals,Y Venugopal Rao,159.59,41.5,23,60,0.5,0,1,,,,,,
Sawai Mansingh Stadium,Rajasthan Royals,YK Pathan,80.93,5.666666667,0,15,1,1,1,1,1,1,0,0,0
Sawai Mansingh Stadium,Rajasthan Royals,YS Chahal,0,0,0,0,0,0,0,,,,,,
Sawai Mansingh Stadium,Rajasthan Royals,YV Takawale,300,24,24,24,0,0,0,,,,,,
Sawai Mansingh Stadium,Rajasthan Royals,Yuvraj Singh,146.59,26.75,7,57,0.75,0,1,,,,,,
Sawai Mansingh Stadium,Rajasthan Royals,Z Khan,20,1,1,1,1,1,1,,,,,,
Sawai Mansingh Stadium,Royal Challengers Bangalore,AA Jhunjhunwala,59.11,13,13,13,1,1,1,6,6,6,0,0,0
Sawai Mansingh Stadium,Royal Challengers Bangalore,AC Voges,103.66,28,28,28,0,0,0,,,,,,
Sawai Mansingh Stadium,Royal Challengers Bangalore,AG Paunikar,0,0,0,0,1,1,1,0,0,0,1,1,1
Sawai Mansingh Stadium,Royal Challengers Bangalore,AL Menaria,133.34,8,8,8,1,1,1,,,,,,
Sawai Mansingh Stadium,Royal Challengers Bangalore,AM Rahane,97.58,17.4,2,33,0.8,0,1,13,2,21,0.25,0,1
Sawai Mansingh Stadium,Royal Challengers Bangalore,AS Raut,127.61,18.5,5,32,0,0,0,,,,,,
Sawai Mansingh Stadium,Royal Challengers Bangalore,BA Stokes,50,1,1,1,0,0,0,,,,,,
Sawai Mansingh Stadium,Royal Challengers Bangalore,BJ Hodge,161.57,21,10,32,1,1,1,,,,,,
Sawai Mansingh Stadium,Royal Challengers Bangalore,DH Yagnik,40,2,2,2,0,0,0,,,,,,
Sawai Mansingh Stadium,Royal Challengers Bangalore,GB Hogg,118.17,13,13,13,1,1,1,,,,,,
Sawai Mansingh Stadium,Royal Challengers Bangalore,GC Smith,141.59,75,75,75,0,0,0,14,14,14,0,0,0
Sawai Mansingh Stadium,Royal Challengers Bangalore,H Klaasen,145.48,32,32,32,1,1,1,,,,,,
Sawai Mansingh Stadium,Royal Challengers Bangalore,J Botha,90.45,19,19,19,2,2,2,,,,,,
Sawai Mansingh Stadium,Royal Challengers Bangalore,JC Archer,0,0,0,0,1,1,1,0,0,0,1,1,1
Sawai Mansingh Stadium,Royal Challengers Bangalore,JC Buttler,131.07,59,59,59,1,1,1,28,28,28,0,0,0
Sawai Mansingh Stadium,Royal Challengers Bangalore,JP Faulkner,100,1,1,1,0,0,0,,,,,,
Sawai Mansingh Stadium,Royal Challengers Bangalore,K Gowtham,280,14,14,14,1,1,1,,,,,,
Sawai Mansingh Stadium,Royal Challengers Bangalore,KK Cooper,133.34,8,8,8,1,1,1,,,,,,
Sawai Mansingh Stadium,Royal Challengers Bangalore,LRPL Taylor,99.97,13,13,13,1,1,1,,,,,,
Sawai Mansingh Stadium,Royal Challengers Bangalore,MJ Lumb,112.5,9,9,9,0,0,0,9,9,9,0,0,0
